@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/AN-1669913-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-29M06,AN-29M06,RIDDY BK.50M U/S CAM CONFLUENCE,2012-04-30T10:30:00,Fluoroxypyr,Fluroxypyr,4064,"",0.226,"",ug/l,RIVER / RUNNING SURFACE WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),543200,252660
http://environment.data.gov.uk/water-quality/data/measurement/AN-1679607-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-29M06,AN-29M06,RIDDY BK.50M U/S CAM CONFLUENCE,2012-07-09T16:45:00,Fluoroxypyr,Fluroxypyr,4064,"",0.0205,"",ug/l,RIVER / RUNNING SURFACE WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),543200,252660
http://environment.data.gov.uk/water-quality/data/measurement/AN-1669914-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-29M08,AN-29M08,RIDDY BK.FT.BR.NEAR WEIR FROM CAM,2012-04-30T11:00:00,Fluoroxypyr,Fluroxypyr,4064,"",0.186,"",ug/l,RIVER / RUNNING SURFACE WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),543430,252380
http://environment.data.gov.uk/water-quality/data/measurement/AN-1669475-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-BARTONFF,AN-BARTONFF,BOREHOLE AT BARTON FIELD FARM,2012-04-25T11:38:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500110,418190
http://environment.data.gov.uk/water-quality/data/measurement/AN-1698846-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-BELLEAUS,AN-BELLEAUS,BELLEAU SOUTH BOREHOLE,2012-12-06T12:22:00,Fluoroxypyr,Fluroxypyr,4064,"",0.157,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),539962,378092
http://environment.data.gov.uk/water-quality/data/measurement/AN-1690156-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-BROMSWCG,AN-BROMSWCG,LOW FARM SPRING BROMESWELL,2012-10-02T15:11:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),630410,251485
http://environment.data.gov.uk/water-quality/data/measurement/AN-1666538-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-BURWELLE,AN-BURWELLE,BURWELL EAST BH,2012-03-23T14:20:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),535184,379538
http://environment.data.gov.uk/water-quality/data/measurement/AN-1658642-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-CACKASS1,AN-CACKASS1,CACKASS SPRING NORTH BROOK,2012-01-18T14:15:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),494666,313397
http://environment.data.gov.uk/water-quality/data/measurement/AN-1677031-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-DEENE002,AN-DEENE002,DEENETHORPE SPRING NO.2,2012-06-22T10:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),495550,291890
http://environment.data.gov.uk/water-quality/data/measurement/AN-1694456-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-F835662B,AN-F835662B,SOUTH CREAKE GRAVEL OBS. B/H 2,2012-10-25T16:12:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),585640,336240
http://environment.data.gov.uk/water-quality/data/measurement/AN-1694458-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-F835737A,AN-F835737A,NORTH CREAKE CHALK OBS. B/H 1,2012-10-25T12:50:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),585340,337780
http://environment.data.gov.uk/water-quality/data/measurement/AN-1678755-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-G228848,AN-G228848,SUTTON HOO SPRING AT SUTTON HOO,2012-07-03T15:57:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),628547,248844
http://environment.data.gov.uk/water-quality/data/measurement/AN-1683770-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-G229459,AN-G229459,ALBERT BARTLETT B/H 3,2012-07-31T11:13:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),629510,324960
http://environment.data.gov.uk/water-quality/data/measurement/AN-1680854-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-G410541,AN-G410541,CARAVAN PARK BOUNDRY FM B/H OBY NORFOLK,2012-07-23T14:28:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),640450,315180
http://environment.data.gov.uk/water-quality/data/measurement/AN-1662328-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HOLLOWBS,AN-HOLLOWBS,HOLLOW BOTTOM SPRING,2012-02-14T11:50:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),494150,293650
http://environment.data.gov.uk/water-quality/data/measurement/AN-1678970-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-HOLYWECG,AN-HOLYWECG,HOLYWELLS PARK B/H IPSWICH,2012-07-04T11:55:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),617839,243544
http://environment.data.gov.uk/water-quality/data/measurement/AN-1662347-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-KCSPRING,AN-KCSPRING,KINGSCLIFFE SPRING,2012-02-14T12:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500689,297017
http://environment.data.gov.uk/water-quality/data/measurement/AN-1673499-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-KCSPRING,AN-KCSPRING,KINGSCLIFFE SPRING,2012-05-21T12:19:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500689,297017
http://environment.data.gov.uk/water-quality/data/measurement/AN-1686569-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-KCSPRING,AN-KCSPRING,KINGSCLIFFE SPRING,2012-08-22T10:26:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500689,297017
http://environment.data.gov.uk/water-quality/data/measurement/AN-1695003-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-KCSPRING,AN-KCSPRING,KINGSCLIFFE SPRING,2012-10-30T10:11:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500689,297017
http://environment.data.gov.uk/water-quality/data/measurement/AN-1679629-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00C0102,AN-L00C0102,LLGWS B/H 102 ROSEMARY COTTAGE,2012-07-11T13:33:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),518299,322132
http://environment.data.gov.uk/water-quality/data/measurement/AN-1695662-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00C0112,AN-L00C0112,LLGWS B/H 112 DEEPING FEN FARM,2012-11-06T11:58:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),515298,316435
http://environment.data.gov.uk/water-quality/data/measurement/AN-1669447-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00C0626,AN-L00C0626,LLGWS B/H 626 NESLAM FEN FARM,2012-04-25T10:58:00,Fluoroxypyr,Fluroxypyr,4064,"",0.0156,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),516267,332571
http://environment.data.gov.uk/water-quality/data/measurement/AN-1688808-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00C0640,AN-L00C0640,LLGWS B/H 640 VICARAGE FARM,2012-09-21T11:36:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517630,328160
http://environment.data.gov.uk/water-quality/data/measurement/AN-1660915-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00O0305,AN-L00O0305,LLGWS B/H 305 ELSTHORPE,2012-01-25T12:00:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),505590,324900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1688432-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00O0306,AN-L00O0306,SWAYFIELD B/H,2012-09-14T12:07:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - STATIC/UNPURGED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),499820,323379
http://environment.data.gov.uk/water-quality/data/measurement/AN-1660720-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00O0501,AN-L00O0501,GT.CASTERTON B/H,2012-01-23T12:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - STATIC/UNPURGED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500049,311781
http://environment.data.gov.uk/water-quality/data/measurement/AN-1660722-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00O0502,AN-L00O0502,LLGWS B/H 502 BELMESTHORPE,2012-01-23T10:25:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),505000,311230
http://environment.data.gov.uk/water-quality/data/measurement/AN-1660723-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00O0503,AN-L00O0503,LLGWS B/H 503 BARHOLM,2012-01-23T11:10:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),507800,310380
http://environment.data.gov.uk/water-quality/data/measurement/AN-1660721-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00O0504,AN-L00O0504,LLGWS B/H 504 STAMFORD NEWSTEAD,2012-01-23T11:45:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - STATIC/UNPURGED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),504688,308080
http://environment.data.gov.uk/water-quality/data/measurement/AN-1660719-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00O0508,AN-L00O0508,LLGWS B/H 508 CASTLE BYTHAM SOUTH,2012-01-23T13:10:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),499428,317487
http://environment.data.gov.uk/water-quality/data/measurement/AN-1694953-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0010,AN-L00S0010,LLGWS B/H 010 PINCHBECK,2012-10-30T10:18:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),522105,324256
http://environment.data.gov.uk/water-quality/data/measurement/AN-1661073-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0022,AN-L00S0022,LLGWS B/H 022 GOSBERTON,2012-01-26T09:25:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),524467,331481
http://environment.data.gov.uk/water-quality/data/measurement/AN-1661081-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0023,AN-L00S0023,LLGWS B/H 023 CUCKOO BRIDGE,2012-01-26T12:05:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),520130,319690
http://environment.data.gov.uk/water-quality/data/measurement/AN-1696190-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0107,AN-L00S0107,LLGWS B/H 107 THE FIRS,2012-11-14T13:40:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),519590,304190
http://environment.data.gov.uk/water-quality/data/measurement/AN-1662945-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0125,AN-L00S0125,LLGWS B/H 125 CHEAL BRIDGE,2012-02-20T10:10:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),522590,329340
http://environment.data.gov.uk/water-quality/data/measurement/AN-1695067-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0316,AN-L00S0316,LLGWS B/H 316 STOWGATE FARM,2012-10-31T11:54:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),518802,310484
http://environment.data.gov.uk/water-quality/data/measurement/AN-1665196-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0608,AN-L00S0608,LLGWS B/H 608 COWLEY'S SHOFF FARM,2012-03-09T10:10:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),519340,334090
http://environment.data.gov.uk/water-quality/data/measurement/AN-1669448-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0704,AN-L00S0704,LLGWS B/H 704 PINCHBECK WEST,2012-04-25T12:02:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),522226,336249
http://environment.data.gov.uk/water-quality/data/measurement/AN-1674237-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-L00S0711,AN-L00S0711,LLGWS B/H 711 DONINGTON CAYTHORPE,2012-05-29T10:57:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),522210,336230
http://environment.data.gov.uk/water-quality/data/measurement/AN-1685209-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-M060148,AN-M060148,J.RANNOCK HAUGHLEY PARK B/H,2012-08-15T09:28:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),600450,261810
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-8889,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFheptncAcid,Perfluoroheptanoic acid,8889,"",0.0668,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-8890,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFoctncAcid,Perfluorooctanoic acid,8890,"",0.0228,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-8893,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFundencAcid,Perfluoroundecanoic acid,8893,<,0.01,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-9276,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFOS,Perfluorooctylsulphonate anion,9276,"",0.168,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-8888,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFhexncAcid,Perfluorohexanoic acid,8888,"",0.0841,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-8892,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFdecncAcid,Perfluorodecanoic acid,8892,<,0.005,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-8887,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFpentncAcid,Perfluoropentanoic acid,8887,"",0.139,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-8891,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFnonncAcid,Perfluorononanoic acid,8891,<,0.005,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699040-8894,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T13:50:00,PFdodencAcid,Perfluorododecanoic acid,8894,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699051-8891,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T14:05:00,PFnonncAcid,Perfluorononanoic acid,8891,<,0.005,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699051-8892,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T14:05:00,PFdecncAcid,Perfluorodecanoic acid,8892,<,0.005,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699051-9276,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T14:05:00,PFOS,Perfluorooctylsulphonate anion,9276,"",0.0416,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699051-8893,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T14:05:00,PFundencAcid,Perfluoroundecanoic acid,8893,<,0.01,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699051-8894,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T14:05:00,PFdodencAcid,Perfluorododecanoic acid,8894,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699051-8887,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T14:05:00,PFpentncAcid,Perfluoropentanoic acid,8887,"",0.0449,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1699051-8889,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-MISCTF06,AN-MISCTF06,MISC.10KM SQ METHERINGHAM...........TF06,2012-12-07T14:05:00,PFheptncAcid,Perfluoroheptanoic acid,8889,"",0.0353,"",ug/l,POND / LAKE / RESERVOIR WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),500000,360000
