sample.samplingPoint,longitude,latitude,area,subarea
TH-PRTS0114,-0.458115,51.386274,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0129,-0.486796,51.396881,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0130,-0.480574,51.397232,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0131,-0.470226,51.403635,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU1775,-0.184683,51.772606,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1776,-0.184625,51.772596,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1777,-0.184538,51.772595,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU2315,-0.226111,51.237481,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PGWU2316,-0.237962,51.237741,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PGWU1876,-1.114794,51.605493,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU1578,-1.86225,51.466693,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU2269,-0.190725,51.135581,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PGWU1833,-1.438454,51.353924,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU1552,-0.318252,51.394458,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU0542,-1.186911,51.302185,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU1554,-0.430623,51.424882,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1232,-0.097332,51.67758,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1792,0.212351,51.78752,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1395,-0.243913,51.803054,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1996,-0.913032,51.148274,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU1848,-1.319191,52.033932,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU1918,-1.130357,51.395204,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU1930,-0.807523,51.69314,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU1560,-0.447362,51.529324,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1943,-1.407927,51.923168,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU0153,-1.343841,51.543157,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU0043,-1.286883,51.496967,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU0075,-1.244918,51.508394,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU0211,-1.265116,51.551592,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU0497,-1.265116,51.551592,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWLW999,-0.609123,49.891961,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-A
TH-PPSR0016,-1.152454,51.443921,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PKER0016,-1.185502,51.379334,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU2048,-0.305896,51.236127,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PGWU0298,-1.18069,51.393768,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU0253,-0.985964,51.359875,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU1570,-1.597251,51.455553,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU2050,0.037261,51.357862,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PGWU0693,0.08555,51.666111,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU2065,-1.227572,51.835665,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU1854,-1.219537,51.678167,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU1884,-1.333919,51.402832,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU2045,-1.698966,51.6123,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU2040,-1.023253,51.309,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PKER0245,-1.137458,51.399752,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-RSN0233,-1.347775,51.419112,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-RSN0922,-1.586499,51.734068,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN0210,-1.230278,51.67331,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN0914,-1.122604,51.66405,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN0930,-1.16276,52.143961,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN0226,-1.485689,52.064841,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN0962,-0.483989,51.496496,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PTHR0099,-1.23376,51.706943,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PTHR0070,-0.350932,51.40904,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-RSN0178,-1.547294,51.875208,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN0114,-1.295618,52.001535,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN0170,-1.612544,51.858286,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PLER0053,-0.040219,51.810985,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PRGR0018,0.194855,51.521943,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PRGR0038,0.04822,51.605035,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PCRR0006,-0.32675,51.460152,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PBRR0018,-0.312171,51.482685,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PLER0591,-0.032267,51.626285,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PTHR0075,-0.530372,51.436156,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PCNR0025,-0.515336,51.433988,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-RSN0146,-0.369284,51.626828,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-RSN1898,-1.422158,51.657992,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PRTS0652,-0.498725,51.414057,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0658,-0.461969,51.396927,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0660,-0.325306,51.391411,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0661,-0.42368,51.390069,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0659,-0.377419,51.4078,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWL0034,-0.791815,51.157309,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-RSN1897,0.190577,51.796309,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-RSN1789,-0.753652,51.184237,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PWER0030,-0.457067,51.378563,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-RSN1850,-1.344899,51.444291,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PLDR0029,-0.879837,51.482907,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-RSN1825,-0.521571,51.278968,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PLER0675,0.030158,51.820069,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PUTR0002,-1.849609,51.655486,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN1802,-0.948861,51.743727,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PMLR0093,-0.135093,51.16147,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-RSN1570,-1.567029,51.602879,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-RSN1586,-1.276009,51.832548,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PBVR0006,-0.252141,51.46579,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PWAR0062,-0.193814,51.458971,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PCHR0020,-1.281061,51.957284,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PMLR0003,-0.176688,51.191083,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PRTS0663,-0.441495,51.379265,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0662,-0.364227,51.386629,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PRTS0653,-0.458785,51.387308,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0654,-0.458791,51.387128,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0657,-0.462422,51.391555,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRTS0651,-0.502655,51.405124,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PCNR0001,-0.502549,51.539429,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-RSN1562,-0.464264,51.647324,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU0651,-1.811744,51.932354,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PTHR0005,-0.42543,51.396037,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PLER0010,-0.090002,51.800115,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PRTS0650,-0.540593,51.457613,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PMLR0022,-0.34346,51.400932,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PCNR0191,-0.55727,51.759876,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PBNR0010,-0.488798,51.366207,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PWER0008,-0.49105,51.12245,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PMLR0013,-0.155466,51.141919,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PMLR0020,-0.315769,51.242718,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PMLR0324,-0.334869,51.294599,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PTHR0124,-0.685225,51.49959,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PMLR0038,-0.305975,51.239447,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PWER0007,-0.570179,51.206805,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PTAR0022,-1.164684,51.640925,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PLER0023,0.005187,51.681737,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PKER0098,-1.057379,51.410052,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PLDR0008,-0.738358,51.295748,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PLDR0020,-0.927267,51.333275,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PLER0057,-0.015718,51.542601,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PLDR0016,-0.846664,51.301936,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PTHR0128,-0.773576,51.433737,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PCNR0026,-0.380356,51.670493,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PCHR0026,-1.328846,52.058002,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PCNR0012,-0.583259,51.686837,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PUTR0048,-1.764256,51.682059,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PCNR0039,-0.534875,51.439315,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PEVR0081,-1.626247,51.897387,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PCNR0055,-0.450904,51.637276,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PLDR0056,-1.088355,51.324388,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PEVR0013,-1.441177,51.836954,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PCHR0016,-1.237891,51.756511,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PEVR0052,-1.679156,51.987946,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PUTR0039,-1.705768,51.688131,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PWRR0037,-1.512049,51.778963,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PTHR0107,-0.318125,51.429257,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PRVR0026,-0.016995,51.469072,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PGWU2110,-1.752265,51.716614,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PCNR0027,-0.483634,51.565767,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU2049,-0.712065,51.384997,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PGWU0940,-1.139142,51.404998,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PLER0067,-0.01476,51.636772,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1214,-0.093761,51.614485,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU1954,-0.768764,51.74428,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PEVR0006,-1.351885,51.788664,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PGWU1843,0.008783,51.787408,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PGWU0757,-1.973347,51.90445,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PLER0118,0.021992,51.90435,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PLER0672,0.168776,51.794717,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PLER0106,0.249148,51.868124,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PLER0073,0.005912,51.770416,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PKER0025,-0.95048,51.457592,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PMLR0070,-0.332902,51.283969,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C
TH-PLER0060,0.005263,51.75479,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PKER0137,-1.112645,51.413235,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PTHR0091,-0.771988,51.567987,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-PLER0362,-0.288902,51.814246,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PLDR0096,-1.0349,51.286554,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L
TH-PCNR0072,-0.51754,51.577305,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PCNR0422,-0.631877,51.672074,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O
TH-PUTR0102,-1.535484,51.698722,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
TH-POCR0008,-1.413515,51.621921,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N
