sample.samplingPoint,longitude,latitude,area,subarea
AN-RSN0529,0.844014,51.676898,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-M
AN-RSN0533,1.27271,52.158884,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-RSN1504,-0.116823,53.011268,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0405,1.129575,52.473175,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-RSN0542,-0.308914,52.790349,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0558,-0.402456,52.391938,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-RSN0030,-0.326625,52.689708,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN1518,-0.53884,52.626866,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN1506,-0.64964,52.13878,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-CLNMON1,-0.14655,53.644809,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-CONT29,-0.003344,53.623834,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-HUMB7702,-0.231014,53.693956,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-HU506426,-0.386332,53.719898,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-HU510427,-0.333978,53.733106,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-HU504425,-0.425763,53.711056,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-TL35075S,-0.054992,52.184575,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL27054G,-0.207466,52.322589,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-ROWHTHFM,1.122416,51.832121,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-M
AN-SK976082,-0.558184,52.663127,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF109452,-0.349633,52.993186,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF402783,0.101285,53.284928,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF169431,-0.260639,52.973083,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF167399,-0.264203,52.944717,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0901,-0.384713,52.859543,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00S0022,-0.152445,52.866414,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SKILLBH,-0.293089,53.627167,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SE988210,-0.504576,53.676226,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-ADAMSSP,-0.450724,52.593794,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA016013,-0.469444,53.49919,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL05060L,-0.47273,52.147232,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TF60068S,0.359654,52.574276,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-37HOLTRD,0.939635,52.749329,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-SK983434,-0.536282,52.978118,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL34079S,-0.019191,52.104672,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF60059S,0.465361,52.649505,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF60079S,0.455522,52.644351,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF036443,-0.458025,52.985732,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF084471,-0.385192,53.01054,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF357837,0.037017,53.333171,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF056458,-0.428338,52.99962,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00S0125,-0.181117,52.847608,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF60076S,0.392877,52.58269,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-DECOYFM,-0.307705,52.865789,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-BEESBYTH,-0.108292,53.444018,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL76035C,0.547955,52.278033,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL56138C,0.323433,52.223408,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-L00S0016,-0.189504,52.74554,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-DEENE002,-0.593332,52.51652,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-WAGSEYEB,1.153231,52.306904,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-SK994028,-0.533207,52.614587,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL03248S,-0.477939,52.008923,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL76029C,0.573148,52.287738,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-HOLLOWBS,-0.613459,52.53258,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00C0640,-0.255155,52.83811,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-30M01,-0.149704,52.041872,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF469688,0.198667,53.196386,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL05091L,-0.484973,52.174066,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-HAWHALL,-0.101692,53.461345,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-BROMSWCG,1.363768,52.113642,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-PROVOST,-0.524264,52.507092,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TG00020C,0.955837,52.572577,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL78083C,0.606366,52.438244,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF90011C,0.805956,52.569212,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL23002C,-0.155598,52.005305,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL53014C,0.240402,52.02224,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL69019C,0.502724,52.53375,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL98161C,0.863158,52.468561,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-LINCS,0.331625,53.294132,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-NNORFOLK,0.83769,53.004407,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-9
AN-TF047620,-0.435811,53.144825,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF202902,-0.192634,53.395655,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA117012,-0.317286,53.495904,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF62042S,0.450988,52.786496,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-SE955087,-0.557964,53.565588,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SE999057,-0.492497,53.54078,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-G228848,1.334838,52.090711,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-TF80009C,0.67595,52.634621,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-RSN0005,0.95855,52.453011,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TA011228,-0.470345,53.692136,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF093199,-0.380732,52.76571,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00S0704,-0.183927,52.909767,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF81066C,0.729852,52.720922,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL77034C,0.582487,52.33987,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF169967,-0.23984,53.454434,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SK996825,-0.506586,53.330147,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF054486,-0.429859,53.024632,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF071580,-0.401923,53.10873,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF052547,-0.441499,53.079345,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF080647,-0.385078,53.168744,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF237587,-0.153166,53.11137,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF052643,-0.426582,53.165767,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF71052C,0.630145,52.728634,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-WILDWELL,-0.329102,52.863727,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-ORW123OT,1.284297,51.962579,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-9
AN-SE051OT,1.234638,51.951929,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-9
AN-L00S0316,-0.244164,52.67903,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF388755,0.080521,53.258951,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-NASSCHSP,-0.432646,52.552621,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL55180C,0.28124,52.163786,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-KCSPRING,-0.516075,52.561671,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00S0010,-0.190214,52.802039,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF123523,-0.325588,53.056617,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SK996674,-0.509567,53.191915,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF008655,-0.49476,53.177076,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF354795,0.030685,53.295681,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SK926324,-0.625362,52.881434,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL78053C,0.62515,52.45325,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL86085C,0.71765,52.240794,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL86179C,0.705692,52.268155,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-SK976080,-0.557204,52.661012,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL86180C,0.729856,52.25589,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF324755,-0.015203,53.260367,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-WELDON01,-0.634539,52.494616,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL98122C,0.862345,52.431081,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL98039C,0.888317,52.387283,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF060458,-0.421389,52.999743,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL99143C,0.825836,52.547876,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF91133C,0.830825,52.716817,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF71100C,0.567488,52.721016,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-L00S0711,-0.184172,52.9096,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL25059S,-0.220724,52.162734,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL87115C,0.719351,52.316474,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF427810,0.141562,53.307326,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-HUMBN33,-0.042275,53.583143,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-TF451714,0.170227,53.220193,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF90118C,0.825662,52.644488,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF389704,0.078532,53.212666,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0418,-1.159001,52.022217,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL98121C,0.870161,52.447888,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-RSN0737,0.834685,52.830101,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-RSN0721,0.79831,51.967792,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-SP852587,-0.753443,52.22049,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF044840,-0.432251,53.343316,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0037,1.449228,52.59364,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-SP54020L,-1.162476,52.073381,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TF117342,-0.34065,52.893953,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF416908,0.127979,53.395738,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0128,0.229375,53.146482,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0704,0.24553,53.308309,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0301,-0.514787,52.89214,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0303,-0.539212,52.845632,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0305,-0.434871,52.811308,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0110,-0.457281,52.221217,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TF043708,-0.439111,53.224059,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0734,-0.341305,52.558345,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SP838897,-0.76556,52.498896,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0113,0.124617,52.326793,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-L00O0508,-0.528507,52.745861,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0501,-0.521046,52.694469,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0503,-0.406863,52.680394,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA110111,-0.323183,53.585576,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA290068,-0.053477,53.542215,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SP73083L,-0.963435,52.036735,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL45325C,0.136254,52.166996,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF61109S,0.500193,52.706989,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF014042,-0.50198,52.626333,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00C0606,-0.331366,52.836869,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL052985,-0.447498,52.574359,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF020972,-0.465293,53.461732,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF460777,0.188606,53.276255,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF80177C,0.762187,52.652343,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
