@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/AN-1341137-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-22M18A,AN-22M18A,GRAFHAM WATER RESERVOIR,2005-03-07T09:00:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517030,267120
http://environment.data.gov.uk/water-quality/data/measurement/AN-1353574-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-22M18A,AN-22M18A,GRAFHAM WATER RESERVOIR,2005-06-01T09:50:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517030,267120
http://environment.data.gov.uk/water-quality/data/measurement/AN-1366734-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-22M18A,AN-22M18A,GRAFHAM WATER RESERVOIR,2005-08-26T10:15:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517030,267120
http://environment.data.gov.uk/water-quality/data/measurement/AN-1333989-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-30M01,AN-30M01,R.RHEE ASHWELL SPRINGS,2005-01-28T13:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,MONITORING  (NATIONAL AGENCY POLICY),527000,239780
http://environment.data.gov.uk/water-quality/data/measurement/AN-1347360-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-50M03,AN-50M03,R.WISSEY A134 RD.BR.STOKE FERRY,2005-04-11T11:55:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),570800,299500
http://environment.data.gov.uk/water-quality/data/measurement/AN-1360416-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-50M03,AN-50M03,R.WISSEY A134 RD.BR.STOKE FERRY,2005-07-14T10:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),570800,299500
http://environment.data.gov.uk/water-quality/data/measurement/AN-1373556-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-50M03,AN-50M03,R.WISSEY A134 RD.BR.STOKE FERRY,2005-10-05T12:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),570800,299500
http://environment.data.gov.uk/water-quality/data/measurement/AN-1384441-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-50M03,AN-50M03,R.WISSEY A134 RD.BR.STOKE FERRY,2005-12-14T12:20:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),570800,299500
http://environment.data.gov.uk/water-quality/data/measurement/AN-1347352-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-58M08,AN-58M08,R.NAR MARHAM GAUGING STATION,2005-04-11T10:05:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),572400,312000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1360429-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-58M08,AN-58M08,R.NAR MARHAM GAUGING STATION,2005-07-14T11:55:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),572400,312000
