@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/AN-1259999-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-22M18A,AN-22M18A,GRAFHAM WATER RESERVOIR,2004-03-19T11:00:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517030,267120
http://environment.data.gov.uk/water-quality/data/measurement/AN-1284463-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-22M18A,AN-22M18A,GRAFHAM WATER RESERVOIR,2004-07-30T09:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517030,267120
http://environment.data.gov.uk/water-quality/data/measurement/AN-1310055-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-22M18A,AN-22M18A,GRAFHAM WATER RESERVOIR,2004-10-21T10:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517030,267120
http://environment.data.gov.uk/water-quality/data/measurement/AN-1324886-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-22M18A,AN-22M18A,GRAFHAM WATER RESERVOIR,2004-12-03T08:50:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517030,267120
http://environment.data.gov.uk/water-quality/data/measurement/AN-1285767-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-30M01,AN-30M01,R.RHEE ASHWELL SPRINGS,2004-08-09T09:50:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,GROUNDWATER - PURGED/PUMPED/REFILLED,false,MONITORING  (NATIONAL AGENCY POLICY),527000,239780
http://environment.data.gov.uk/water-quality/data/measurement/AN-1260341-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-50M03,AN-50M03,R.WISSEY A134 RD.BR.STOKE FERRY,2004-03-23T14:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),570800,299500
http://environment.data.gov.uk/water-quality/data/measurement/AN-1281003-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-50M03,AN-50M03,R.WISSEY A134 RD.BR.STOKE FERRY,2004-07-21T10:10:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),570800,299500
http://environment.data.gov.uk/water-quality/data/measurement/AN-1326174-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-50M03,AN-50M03,R.WISSEY A134 RD.BR.STOKE FERRY,2004-12-10T12:25:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),570800,299500
http://environment.data.gov.uk/water-quality/data/measurement/AN-1260260-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-58M08,AN-58M08,R.NAR MARHAM GAUGING STATION,2004-03-23T13:55:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),572400,312000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1281027-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-58M08,AN-58M08,R.NAR MARHAM GAUGING STATION,2004-07-21T11:45:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),572400,312000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1310746-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-58M08,AN-58M08,R.NAR MARHAM GAUGING STATION,2004-10-25T09:40:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),572400,312000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1326190-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-58M08,AN-58M08,R.NAR MARHAM GAUGING STATION,2004-12-10T13:30:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),572400,312000
http://environment.data.gov.uk/water-quality/data/measurement/AN-1246185-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-ANCN5,AN-ANCN5,R.ANCHOLME CADNEY BOTTOM,2004-01-08T13:35:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500098,402866
http://environment.data.gov.uk/water-quality/data/measurement/AN-1262112-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-ANCN5,AN-ANCN5,R.ANCHOLME CADNEY BOTTOM,2004-04-06T13:35:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500098,402866
http://environment.data.gov.uk/water-quality/data/measurement/AN-1276318-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-ANCN5,AN-ANCN5,R.ANCHOLME CADNEY BOTTOM,2004-06-24T13:20:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500098,402866
http://environment.data.gov.uk/water-quality/data/measurement/AN-1310774-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-ANCN5,AN-ANCN5,R.ANCHOLME CADNEY BOTTOM,2004-10-25T13:45:00,Fluoroxypyr,Fluroxypyr,4064,<,0.05,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),500098,402866
